75
59.0 158.0
101.0 139.0
127.0 105.0
157.0 72.0
202.0 55.0
254.0 51.0
295.0 76.0
328.0 105.0
358.0 149.0
378.0 192.0
409.0 227.0
451.0 255.0
496.0 275.0
548.0 284.0
595.0 284.0
641.0 286.0
690.0 283.0
739.0 285.0
783.0 276.0
809.0 236.0
839.0 263.0
833.0 313.0
835.0 359.0
848.0 402.0
865.0 446.0
868.0 494.0
877.0 543.0
899.0 587.0
942.0 609.0
980.0 640.0
980.0 689.0
938.0 692.0
916.0 651.0
869.0 638.0
826.0 611.0
781.0 584.0
802.0 623.0
793.0 662.0
762.0 693.0
716.0 703.0
716.0 671.0
737.0 638.0
721.0 594.0
696.0 554.0
674.0 514.0
626.0 506.0
575.0 508.0
526.0 514.0
475.0 519.0
424.0 522.0
385.0 551.0
368.0 596.0
340.0 636.0
321.0 677.0
307.0 721.0
260.0 738.0
257.0 707.0
280.0 676.0
284.0 632.0
295.0 592.0
298.0 547.0
279.0 592.0
253.0 591.0
232.0 549.0
217.0 504.0
218.0 457.0
253.0 426.0
246.0 383.0
237.0 338.0
224.0 294.0
206.0 252.0
167.0 228.0
123.0 238.0
75.0 232.0
48.0 201.0
