70 45
596.0 14.0 
604.0 75.0 
646.0 132.0 
591.0 156.0 
546.0 190.0 
514.0 228.0 
506.0 280.0 
512.0 332.0 
570.0 312.0 
622.0 290.0 
636.0 336.0 
658.0 380.0 
686.0 418.0 
644.0 441.0 
601.0 463.0 
564.0 484.0 
579.0 522.0 
627.0 499.0 
676.0 478.0 
652.0 542.0 
632.0 596.0 
613.0 647.0 
585.0 694.0 
540.0 736.0 
488.0 756.0 
428.0 766.0 
364.0 773.0 
292.0 773.0 
225.0 772.0 
157.0 771.0 
94.0 765.0 
94.0 734.0 
152.0 732.0 
209.0 731.0 
274.0 728.0 
209.0 711.0 
160.0 700.0 
108.0 685.0 
64.0 663.0 
27.0 636.0 
0.0 602.0 
36.0 554.0 
79.0 577.0 
133.0 572.0 
170.0 539.0 
206.0 503.0 
260.0 496.0 
295.0 473.0 
330.0 453.0 
308.0 408.0 
278.0 346.0 
315.0 376.0 
344.0 398.0 
349.0 346.0 
342.0 296.0 
318.0 255.0 
298.0 216.0 
270.0 178.0 
226.0 164.0 
172.0 150.0 
190.0 98.0 
210.0 48.0 
228.0 0.0 
280.0 20.0 
323.0 38.0 
369.0 61.0 
404.0 104.0 
447.0 69.0 
491.0 42.0 
537.0 23.0 
598.6 384.2 
556.7 426.9 
327.7 727.3 
380.1 713.1 
447.3 705.0 
551.9 103.8 
493.9 113.4 
482.7 171.9 
238.1 545.2 
189.7 592.8 
131.9 630.6 
206.0 649.1 
257.3 595.3 
263.3 660.4 
258.6 105.3 
322.4 91.0 
332.4 149.9 
367.4 199.4 
388.0 256.7 
404.4 315.3 
403.6 378.1 
460.5 341.9 
451.3 268.4 
441.3 212.4 
419.6 158.5 
398.6 439.6 
528.6 378.2 
460.2 405.6 
501.4 449.1 
447.4 478.4 
371.1 497.6 
512.6 524.3 
306.3 538.6 
569.0 581.2 
540.1 635.0 
511.7 686.4 
310.1 604.6 
321.1 669.6 
365.9 558.7 
362.7 618.4 
395.4 661.1 
467.3 644.8 
423.8 598.9 
435.8 539.1 
494.0 585.6 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
